x,y,theta
0.5,0.5,0.0
0.5157894736842106,0.5,0.0
0.531578947368421,0.5,0.0
0.5473684210526316,0.5,0.0
0.5631578947368421,0.5,0.0
0.5789473684210527,0.5,0.0
0.5947368421052632,0.5,0.0
0.6105263157894737,0.5,0.0
0.6263157894736843,0.5,0.0
0.6421052631578947,0.5,0.0
0.6578947368421053,0.5,0.0
0.6736842105263159,0.5,0.0
0.6894736842105263,0.5,0.0
0.7052631578947369,0.5,0.0
0.7210526315789474,0.5,0.0
0.736842105263158,0.5,0.0
0.7526315789473685,0.5,0.0
0.768421052631579,0.5,0.0
0.7842105263157895,0.5,0.0
0.8,0.5,0.0
1.2,0.5,0.0
1.223662341449191,0.501224668318997,0.0
1.2471934684356318,0.504811196967488,0.0
1.2704621664965736,0.5106283714827233,0.0
1.2933372211692669,0.5185449774019536,0.0
1.315687417990961,0.528429800262429,0.0
1.3373815424989066,0.5401516256013996,0.0
1.358288380230354,0.5535792389561159,0.0
1.3782767167225543,0.5685814258638285,0.0
1.397215337512757,0.5850269718617875,0.0
1.4149730281382125,0.602784662487243,0.08263157894736843
1.4314185741361714,0.6217232832774456,0.16526315789473686
1.446420761043884,0.6417116197696457,0.24789473684210528
1.4598483743986002,0.6626184575010934,0.3305263157894737
1.4715701997375712,0.6843125820090392,0.41315789473684217
1.4814550225980463,0.7066627788307334,0.49578947368421056
1.4893716285172767,0.7295378335034262,0.5784210526315791
1.495188803032512,0.7528065315643679,0.6610526315789474
1.498775331681003,0.7763376585508092,0.7436842105263158
1.5,0.8,0.8263157894736843
1.5,1.2,0.9089473684210527
1.4987753316810033,1.223662341449191,0.9915789473684211
1.495188803032512,1.2471934684356318,1.0742105263157895
1.4893716285172767,1.2704621664965736,1.1568421052631581
1.4814550225980463,1.2933372211692669,1.2394736842105265
1.4715701997375712,1.315687417990961,1.322105263157895
1.4598483743986006,1.3373815424989066,1.4047368421052633
1.4464207610438837,1.358288380230354,1.4873684210526317
1.4314185741361714,1.3782767167225543,1.57
1.4149730281382127,1.397215337512757,1.57
1.397215337512757,1.4149730281382125,1.57
1.3782767167225545,1.4314185741361714,1.57
1.3582883802303545,1.446420761043884,1.57
1.3373815424989066,1.4598483743986002,1.57
1.3156874179909608,1.4715701997375712,1.57
1.2933372211692666,1.4814550225980463,1.57
1.2704621664965738,1.4893716285172767,1.57
1.247193468435632,1.495188803032512,1.57
1.2236623414491907,1.498775331681003,1.57
1.2,1.5,1.57
0.8,1.5,1.57
0.7763376585508094,1.5012246683189971,1.57
0.752806531564368,1.504811196967488,1.57
