x,y,theta,speed,lookahead_distance,p_gain,i_gain,path_p_gain,path_i_gain,distance_threshold,angle_threshold
-0.854,-2.746,-1.5707963267948966,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.1,0.05
-0.8824471947300078,-2.7292523822257575,-1.5873061980975456,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-0.9108943894600154,-2.712504764451515,-1.6038160694001946,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-0.9393415841900232,-2.6957571466772725,-1.6203259407028436,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-0.967788778920031,-2.6790095289030296,-1.6368358120054929,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-0.9962359736500387,-2.662261911128787,-1.653345683308142,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.0246831683800464,-2.6455142933545446,-1.669855554610791,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.0531303631100541,-2.628766675580302,-1.68636542591344,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.081577557840062,-2.6120190578060596,-1.702875297216089,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.1100247525700697,-2.595271440031817,-1.719385168518738,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.1384719473000775,-2.5785238222575746,-1.7358950398213873,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.166919142030085,-2.5617762044833317,-1.7524049111240363,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.1953663367600929,-2.545028586709089,-1.7689147824266853,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.2238135314901006,-2.5282809689348467,-1.7854246537293343,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.2522607262201084,-2.511533351160604,-1.8019345250319834,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.2807079209501162,-2.4947857333863617,-1.8184443963346324,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.3091551156801238,-2.478038115612119,-1.8349542676372814,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.3376023104101316,-2.4612904978378767,-1.8514641389399307,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.3660495051401393,-2.4445428800636337,-1.8679740102425797,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.3944966998701471,-2.4277952622893912,-1.8844838815452287,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.422943894600155,-2.4110476445151487,-1.9009937528478777,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.4513910893301625,-2.3943000267409063,-1.9175036241505268,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.4798382840601705,-2.3775524089666638,-1.934013495453176,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.508285478790178,-2.3608047911924213,-1.9505233667558248,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.5367326735201858,-2.3440571734181788,-1.967033238058474,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.5651798682501936,-2.327309555643936,-1.983543109361123,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.5936270629802012,-2.3105619378696933,-2.000052980663772,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.6220742577102092,-2.293814320095451,-2.0165628519664214,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.6505214524402168,-2.2770667023212083,-2.03307272326907,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.6789686471702245,-2.260319084546966,-2.0495825945717194,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.7074158419002323,-2.2435714667727233,-2.0660924658743682,1.0,0.28284271247461906,1.0,0.05,0.1,0.05,0.0,0.0
-1.7358630366302399,-2.226823848998481,-2.0826023371770175,1.0000446113427728,0.2828490214008559,1.0,0.05,0.1,0.05,0.0,0.0
-1.764310231360248,-2.210076231224238,-2.0991122084796663,1.0001972708848692,0.2828706094149577,1.0,0.05,0.1,0.05,0.0,0.0
-1.7927574260902555,-2.1933286134499954,-2.1156220797823155,1.0006772608059138,0.28293847540494227,1.0,0.05,0.1,0.05,0.0,0.0
-1.8212046208202632,-2.176580995675753,-2.132131951084965,1.0020347832985665,0.2831303280538581,1.0,0.05,0.1,0.05,0.0,0.0
-1.849651815550271,-2.1598333779015104,-2.1486418223876136,1.0054675301567242,0.28361488397567913,1.0,0.05,0.1,0.05,0.0,0.0
