x,y,theta,speed,lookahead_distance,p_gain,i_gain,angle_threshold
-1.562,-2.6946530612244897,-1.622443825068198,0.534612947798767,0.10340337980924677,1.0,0.5,0.0
-1.562,-2.6931224489795915,-1.6206628768518774,0.5058966981118532,0.10058794143552728,1.0,0.5,0.0
-1.562,-2.691591836734694,-1.6188819286355567,0.479814218217553,0.0979606266024828,1.0,0.5,0.0
-1.562,-2.6900612244897957,-1.617100980419236,0.4572088222098566,0.09562518728973624,1.0,0.5,0.0
-1.562,-2.688530612244898,-1.615320032202915,0.438711115458007,0.09367081887738647,1.0,0.5,0.0
-1.562,-2.687,-1.6135390839865944,0.4245557609853668,0.09214724748850253,1.0,0.5,0.0
-1.562,-2.687,-1.6117581357702737,0.41450809576857345,0.09105032627822632,1.0,0.5,0.0
-1.561968975511904,-2.6854696002515954,-1.609977187553953,0.407937514438384,0.09032580079228571,1.0,0.5,0.0
-1.5618767520335912,-2.683940475482154,-1.6081962393376321,0.404000702900808,0.08988889841363149,1.0,0.5,0.0
-1.5617246045440254,-2.682413900670639,-1.6064152911213114,0.4018490857549268,0.08964921480469606,1.0,0.5,0.0
-1.5615138080221678,-2.680891150796012,-1.6046343429049907,0.4007802437411555,0.0895299105038261,1.0,0.5,0.0
-1.5612456374469819,-2.679373500837236,-1.60285339468867,0.40029907520300423,0.08947615047631456,1.0,0.5,0.0
-1.5609213677974314,-2.677862225773274,-1.6010724464723491,0.40010332309089996,0.08945427022684832,1.0,0.5,0.0
-1.5605422740524786,-2.6763586005830913,-1.5992914982560285,0.40003161244623425,0.08944625340909862,1.0,0.5,0.0
-1.5601096311910856,-2.6748639002456462,-1.5975105500397078,0.40000814097800613,0.08944362928437175,1.0,0.5,0.0
-1.5596247141922162,-2.6733793997399045,-1.595729601823387,0.4000014566969069,0.08944288196350864,1.0,0.5,0.0
-1.559088798034832,-2.671906374044828,-1.5939486536070662,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5585031576978978,-2.6704460981393803,-1.5921677053907455,0.4,0.08944271909999159,1.0,0.5,0.0
-1.557869068160375,-2.668999847002524,-1.5903867571744248,0.4,0.08944271909999159,1.0,0.5,0.0
-1.557187804401227,-2.6675688956132224,-1.588605808958104,0.4,0.08944271909999159,1.0,0.5,0.0
-1.556460641399417,-2.6661545189504374,-1.5868248607417832,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5556888541339071,-2.6647579919931323,-1.5850439125254625,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5548737175836602,-2.6633805897202696,-1.5832629643091418,0.4,0.08944271909999159,1.0,0.5,0.0
-1.554016506727639,-2.6620235871108133,-1.5814820160928211,0.4,0.08944271909999159,1.0,0.5,0.0
-1.553118496544807,-2.660688259143724,-1.5797010678765002,0.4,0.08944271909999159,1.0,0.5,0.0
-1.552180962014127,-2.659375880797967,-1.5779201196601795,0.4,0.08944271909999159,1.0,0.5,0.0
-1.551205178114561,-2.658087727052503,-1.5761391714438588,0.4,0.08944271909999159,1.0,0.5,0.0
-1.550192419825073,-2.656825072886297,-1.574358223227538,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5491439621246252,-2.6555891932783107,-1.5725772750112172,0.4,0.08944271909999159,1.0,0.5,0.0
-1.54806107999218,-2.6543813632075066,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5469450484067016,-2.653202857652849,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5457971423471513,-2.652054951593299,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5446186367924928,-2.6509389200078197,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5434108067216892,-2.649856037875375,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5421749271137026,-2.648807580174928,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5409122729474964,-2.647794821885439,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5396241192020332,-2.646819037985873,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.538311740856276,-2.6458815034551932,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5369764128891874,-2.6449834932723606,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5356194102797303,-2.64412628241634,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.534242008006868,-2.643311145866093,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5328454810495629,-2.642539358600583,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5314311043867777,-2.6418121955987726,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5300001529974756,-2.6411309318396246,-1.5707963267948966,0.4,0.08944271909999159,1.0,0.5,0.0
-1.5285539018606193,-2.6404968423021016,-1.5707963267948966,0.39999977278114734,0.08944269369614798,1.0,0.5,0.0
-1.527093625955172,-2.639911201965168,-1.5707963267948966,0.39999873006101705,0.08944257711638424,1.0,0.5,0.0
-1.5256206002600958,-2.6393752858077844,-1.5707963267948966,0.39999506832907306,0.0894421677207203,1.0,0.5,0.0
-1.524136099754354,-2.638890368808915,-1.5707963267948966,0.3999838801655969,0.08944091682955815,1.0,0.5,0.0
-1.52264139941691,-2.638457725947522,-1.5707963267948966,0.39995333727183857,0.08943750189622234,1.0,0.5,0.0
-1.5211377742267254,-2.6380786322025687,-1.5707963267948966,0.39987825576314506,0.0894291066446652,1.0,0.5,0.0
-1.519626499162764,-2.637754362553018,-1.5707963267948966,0.39971145875948483,0.08941045338879396,1.0,0.5,0.0
-1.5181088492039883,-2.6374861919778327,-1.5707963267948966,0.39937565217172216,0.08937288763061449,1.0,0.5,0.0
-1.516586099329361,-2.6372753954559753,-1.5707963267948966,0.39876113601092095,0.0893041024825759,1.0,0.5,0.0
-1.5150595245178455,-2.6371232479664086,-1.5707963267948966,0.39773530013592695,0.08918915854922357,1.0,0.5,0.0
-1.5135303997484042,-2.637031024488096,-1.5707963267948966,0.39616618879398674,0.08901305396333582,1.0,0.5,0.0
-1.512,-2.637,-1.5707963267948966,0.39395480455825405,0.08876427260539616,1.0,0.5,0.0
-1.512,-2.637,-1.5707963267948966,0.3910636478078602,0.0884379610583442,1.02,0.5,0.0
-1.4985714285714287,-2.637,-1.5707963267948966,0.3875281453115636,0.08803728134279973,1.04,0.5,0.0
-1.485142857142857,-2.637,-1.5707963267948966,0.38344521393830244,0.08757228031041586,1.06,0.5,0.0
-1.4717142857142858,-2.637,-1.5707963267948966,0.37894471339031516,0.08705684503705785,1.08,0.5,0.0
-1.4582857142857142,-2.637,-1.5707963267948966,0.3741571343150999,0.08650515988252955,1.1,0.5,0.0
-1.4448571428571428,-2.637,-1.5707963267948966,0.36919002556436153,0.08592904346777772,1.12,0.5,0.0
-1.4314285714285715,-2.637,-1.5707963267948966,0.3641184899045655,0.08533680213185464,1.1400000000000001,0.5,0.0
-1.418,-2.637,-1.5707963267948966,0.358987463725385,0.08473340117396268,1.16,0.5,0.0
-1.4045714285714286,-2.637,-1.5707963267948966,0.35381983172204884,0.0841213209266294,1.18,0.5,0.0
-1.3911428571428572,-2.637,-1.5707963267948966,0.3486250541030518,0.08350150347185993,1.2,0.5,0.0
-1.3777142857142857,-2.637,-1.5707963267948966,0.34340559028788015,0.08287407197524208,1.22,0.5,0.0
-1.3642857142857143,-2.637,-1.5707963267948966,0.33816070390374703,0.08223876262490178,1.24,0.5,0.0
-1.350857142857143,-2.637,-1.5707963267948966,0.3328883383487057,0.08159513935875173,1.26,0.5,0.0
-1.3374285714285714,-2.637,-1.5707963267948966,0.3275859564824585,0.08094269040283483,1.28,0.5,0.0
-1.324,-2.637,-1.5707963267948966,0.32225065839342526,0.08028083935702532,1.3,0.5,0.0
-1.3105714285714285,-2.637,-1.5707963267948966,0.3168793906416705,0.07960896816837543,1.32,0.5,0.0
-1.2971428571428572,-2.637,-1.5707963267948966,0.31146892603276405,0.07892641205993899,1.34,0.5,0.0
-1.2837142857142858,-2.637,-1.5707963267948966,0.306015840717373,0.07823245371549752,1.3599999999999999,0.5,0.0
-1.2702857142857142,-2.637,-1.5707963267948966,0.3005164881016662,0.07752631657723283,1.38,0.5,0.0
-1.256857142857143,-2.637,-1.5707963267948966,0.2949669689383621,0.07680715708036095,1.4,0.5,0.0
-1.2434285714285713,-2.637,-1.5707963267948966,0.28936309682092554,0.07607405560648461,1.42,0.5,0.0
-1.23,-2.637,-1.5707963267948966,0.28370035811348593,0.07532600588289359,1.44,0.5,0.0
-1.2165714285714286,-2.637,-1.5707963267948966,0.2779738651018512,0.07456190248402346,1.46,0.5,0.0
-1.2031428571428573,-2.637,-1.5707963267948966,0.27217830082588745,0.07378052599783867,1.48,0.5,0.0
-1.1897142857142857,-2.637,-1.5707963267948966,0.26630785362098663,0.07298052529558645,1.5,0.5,0.0
-1.1762857142857142,-2.637,-1.5707963267948966,0.2603561388134048,0.07216039617593639,1.52,0.5,0.0
-1.1628571428571428,-2.637,-1.5707963267948966,0.2543161042172836,0.07131845542596722,1.54,0.5,0.0
-1.1494285714285715,-2.637,-1.5707963267948966,0.24817991497384218,0.07045280902474253,1.56,0.5,0.0
-1.1360000000000001,-2.637,-1.5707963267948966,0.2419388117062114,0.0695613127688389,1.58,0.5,0.0
-1.1225714285714286,-2.637,-1.5707963267948966,0.23558293369849376,0.06864152295782688,1.6,0.5,0.0
-1.1091428571428572,-2.637,-1.5707963267948966,0.2291010954520611,0.06769063383542233,1.62,0.5,0.0
-1.0957142857142856,-2.637,-1.5707963267948966,0.2224804998509316,0.06670539706064745,1.6400000000000001,0.5,0.0
-1.0822857142857143,-2.637,-1.5707963267948966,0.215706363059796,0.06568201626926445,1.6600000000000001,0.5,0.0
-1.068857142857143,-2.637,-1.5707963267948966,0.2087614128127177,0.06461600619238514,1.6800000000000002,0.5,0.0
-1.0554285714285714,-2.637,-1.5707963267948966,0.20162519783942454,0.06350199962826754,1.7000000000000002,0.5,0.0
-1.042,-2.637,-1.5707963267948966,0.19427309892041142,0.06233347397994298,1.72,0.5,0.0
-1.0285714285714285,-2.637,-1.5707963267948966,0.18667481560929697,0.06110234293532401,1.74,0.5,0.0
-1.0151428571428571,-2.637,-1.5707963267948966,0.17879099128904968,0.05979815905009948,1.76,0.5,0.0
-1.0017142857142858,-2.637,-1.5707963267948966,0.1705713987057278,0.0584074308124793,1.78,0.5,0.0
-0.9882857142857143,-2.637,-1.5707963267948966,0.16194888596879167,0.056912017354648695,1.8,0.5,0.0
-0.9748571428571429,-2.637,-1.5707963267948966,0.15283084612125028,0.05528667943026608,1.82,0.5,0.0
-0.9614285714285714,-2.637,-1.5707963267948966,0.1430970429008245,0.05349711074456723,1.8399999999999999,0.5,0.0
-0.948,-2.637,-1.5707963267948966,0.1326102212728008,0.05149955752679839,1.8599999999999999,0.5,0.0
-0.9345714285714286,-2.637,-1.5707963267948966,0.12126007581853987,0.04924633505521805,1.88,0.5,0.0
-0.9211428571428572,-2.637,-1.5707963267948966,0.10905840264453379,0.04670297691679489,1.9,0.5,0.0
-0.9077142857142857,-2.637,-1.5707963267948966,0.0962816586625114,0.04388203702257027,1.92,0.5,0.0
-0.8942857142857144,-2.637,-1.5707963267948966,0.08361083172588309,0.040892745499876405,1.94,0.5,0.0
-0.8808571428571429,-2.637,-1.5707963267948966,0.07217140093788744,0.037992473185589654,1.96,0.5,0.0
-0.8674285714285714,-2.637,-1.5707963267948966,0.06337743715321557,0.0356026507870455,1.98,0.5,0.0
